Name,Type,Phone Number,Website,Types,GPS Coordinates,Address
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
Om Jungle Medicine,Retreat center,+506 8885 3877,https://omjunglemedicine.com/,"Retreat center,Service establishment","9.880546299999999, -85.5228996",
Soltara,Retreat center,(800) 397-1730,https://soltara.co/,"Retreat center,Hotel","9.9134268, -84.9225898","Playa Blanca, Puntarenas Province, Gigante, Costa Rica"
Anam Cara Healing Retreats,Retreat center,(914) 510-4315,https://anamcarahealingretreats.com/,Retreat center,"9.9405625, -85.66743749999999","W8RM+62C, Downtown Guiones, Guanacaste Province, Nosara, 50206, Costa Rica"
New Life Ayahuasca,Retreat center,(215) 310-1250,http://newlifeayahuasca.com/,Retreat center,"10.1001111, -84.4982204","400 m South and 200 m West, Alajuela Province, San Ramon, 20201, Costa Rica"
Inner Flight Retreat,Retreat center,+40 773 769 788,https://innerflightretreat.com/,"Retreat center,Alternative medicine practitioner,Health resort,Lodge","9.7565575, -82.8674501","Playa Grande de Cahuita Talamanca, Cahuita, 70403, Costa Rica"
Sowa Soma Ayahuasca Retreats,Retreat center,+506 6414 6578,http://www.sowasoma.com/,Retreat center,"9.6337069, -82.6840053","Punta Uva, Limón Province, Puerto Viejo de Talamanca, Costa Rica"
Pachachaka Retreats and Ceremonies,Retreat center,,https://pachachaka.com/,Retreat center,"10.0531875, -85.74018749999999","Guanacaste Province, San Juanillo, Costa Rica"
COSTA RICA Ayahuasca,Retreat center,+506 8741 8392,https://retreat.guru/centers/4659-1/ayahuasca-costa-rica,"Retreat center,Wellness center","9.423847799999999, -83.6782265","C8FC+GP, San José Province, Pérez Zeledón, Costa Rica"
Mundo Gente Medicina,Retreat center,+506 8386 8031,http://www.mundogentemedicina.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
Ikara Retreat Centre,Retreat center,+506 8983 7678,http://www.ikararetreat.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
Florestral Retreat Center,Yoga retreat center,+506 6444 3773,https://www.solcircle.org/,Yoga retreat center,"9.2651744, -83.7905286","Unnamed Road, San José, Pérez Zeledón, Costa Rica"
"Dragonfly Awakenings Healing, Integration & Wellness Retreat Center",Retreat center,+506 6046 1109,http://dragonflyawakenings.org/,Retreat center,"10.4595145, -84.6028987","Calle Los Pérez, Alajuela Province, La Fortuna, 21007, Costa Rica"
Rhythmia,Resort hotel,+506 866-931-8031,http://www.rhythmia.com/,Resort hotel,"10.2433493, -85.8202012","Helipuerto Hacienda Pinilla, Guanacaste Province, Santa Cruz, Costa Rica"
Ruhani Wellness Centre,Wellness center,,http://www.ruhaniwellnesscentre.com/,Wellness center,"10.2348125, -85.7955625","Nicoya Peninsula, Guanacaste Province, Pinilla, Costa Rica"
Awaken Your Soul Costa Rica Retreat,Wellness program,(800) 940-3638,http://www.awakenyoursoul.co/,"Wellness program,Service establishment","8.2588996, -84.93997039999999",
Finca De La Sol,Retreat center,+506 8740 1007,https://www.fincadelasol.com/,Retreat center,"9.3565708, -83.8916809","tierras Morenas, Peak road 1.3 km de finca linda vista, Puntarenas Province, Savegre de Aguirre, Costa Rica"
Iboga Wellness Center,Retreat center,(844) 450-5520,http://ibogawellness.com/,"Retreat center,Service establishment,Meditation center,Wellness program","44.4681091, -121.9883",
Rythmia Life Advancement Center,Retreat center,(866) 931-8031,https://www.rythmia.com/,"Retreat center,Alternative medicine practitioner,Holistic medicine practitioner,Hotel,Medical Center,Meditation center,Naturopathic practitioner,Wellness center,Wellness program,Yoga studio","10.2443571, -85.8200372","Hacienda Pinilla, Provincia de Guanacaste, Playa Avellana, Costa Rica"
SoulCentro Iboga Retreats,Retreat center,+506 6053 1912,https://www.soulcentro.com/,"Retreat center,Service establishment","9.8179632, -84.9338436",
Kambo Casita,Wellness center,+506 8540 9918,http://kambocasita.com/,Wellness center,"9.8855013, -85.541063","9°53'08.2""N 85°32'31.3""W, Guanacaste Province, Sámara, 50205, Costa Rica"
Casa Floresta Retreats,Retreat center,,https://casaflorestaretreats.com/,"Retreat center,Service establishment","15.7228485, -90.23479999999999",
Casa Curativa,Wellness center,+502 4098 2547,https://www.casacurativa.com/,Wellness center,"14.7349296, -91.2455227","Tzununa, Guatemala"
Kawoq Forest,Yoga retreat center,+502 3301 1835,https://www.kawoqforest.com/,"Yoga retreat center,Wellness hotel,Yoga studio","14.731228799999998, -91.2623334","Unnamed Road, San Marcos La Laguna 07016, Guatemala"
Alma Mactzil,Wellness center,+52 962 170 4285,,Wellness center,"14.966217199999999, -92.2680638","Km 5 Manga de clavo, 30730 Tapachula de Córdova y Ordóñez, Chis., Mexico"
Atitlán Herbals,Retreat center,+502 3003 0113,http://atitlanherbals.com/,"Retreat center,Acupuncturist,Herbal medicine store,Herbalist,Massage school,Massage therapist,Sauna","14.741156199999999, -91.21799159999999","Jaibalito 07014, Guatemala"
Om Jungle Medicine,Retreat center,+506 8885 3877,https://omjunglemedicine.com/,"Retreat center,Service establishment","9.880546299999999, -85.5228996",
Soltara,Retreat center,(800) 397-1730,https://soltara.co/,"Retreat center,Hotel","9.9134268, -84.9225898","Playa Blanca, Puntarenas Province, Gigante, Costa Rica"
Anam Cara Healing Retreats,Retreat center,(914) 510-4315,https://anamcarahealingretreats.com/,Retreat center,"9.9405625, -85.66743749999999","W8RM+62C, Downtown Guiones, Guanacaste Province, Nosara, 50206, Costa Rica"
Inner Flight Retreat,Retreat center,+40 773 769 788,https://innerflightretreat.com/,"Retreat center,Alternative medicine practitioner,Health resort,Lodge","9.7565575, -82.8674501","Playa Grande de Cahuita Talamanca, Cahuita, 70403, Costa Rica"
Ikara Retreat Centre,Retreat center,+506 8983 7678,http://www.ikararetreat.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
Pachachaka Retreats and Ceremonies,Retreat center,,https://pachachaka.com/,Retreat center,"10.0531875, -85.74018749999999","Guanacaste Province, San Juanillo, Costa Rica"
New Life Ayahuasca,Retreat center,(215) 310-1250,http://newlifeayahuasca.com/,Retreat center,"10.1001111, -84.4982204","400 m South and 200 m West, Alajuela Province, San Ramon, 20201, Costa Rica"
Arkana Spiritual Center : Yucatan,Wellness center,,,Wellness center,"20.8872742, -88.9902992","Carretera, 97540 Izamal, Yuc., Mexico"
Iboga Wellness Center,Retreat center,(844) 450-5520,http://ibogawellness.com/,"Retreat center,Service establishment,Meditation center,Wellness program","44.4681091, -121.9883",
Mundo Gente Medicina,Retreat center,+506 8386 8031,http://www.mundogentemedicina.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
"Dragonfly Awakenings Healing, Integration & Wellness Retreat Center",Retreat center,+506 6046 1109,http://dragonflyawakenings.org/,Retreat center,"10.4595145, -84.6028987","Calle Los Pérez, Alajuela Province, La Fortuna, 21007, Costa Rica"
Ruhani Wellness Centre,Wellness center,,http://www.ruhaniwellnesscentre.com/,Wellness center,"10.2348125, -85.7955625","Nicoya Peninsula, Guanacaste Province, Pinilla, Costa Rica"
Nada Brahma - Ayahuasca Spiritual Retreats Costa Rica,Retreat center,+506 8864 3241,https://nadabrahmahealingcenter.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
COSTA RICA Ayahuasca,Retreat center,+506 8741 8392,https://retreat.guru/centers/4659-1/ayahuasca-costa-rica,"Retreat center,Wellness center","9.423847799999999, -83.6782265","C8FC+GP, San José Province, Pérez Zeledón, Costa Rica"
Sanctuary Retreat Center,Retreat center,(757) 644-3400,https://sanctuaryretreatcenter.org/,Retreat center,"37.871169099999996, -78.8605221","2610 Adial Rd, Faber, VA 22938"
Shrine Mont,Retreat center,(540) 856-2141,http://www.shrinemont.org/,"Retreat center,Conference center","38.7948271, -78.8182278","217 Shrine Mont Cir, Orkney Springs, VA 22845"
Meadowkirk at Delta Farm,Retreat center,(540) 687-5565,http://www.meadowkirk.org/,"Retreat center,Conference center,Event venue","39.0195413, -77.6888743","38012 Delta Farm Ln, Middleburg, VA 20117"
Soul Retreat Experience: The Ultimate Women's Wellness & Spiritual Retreat,Retreat center,(443) 454-7050,http://magicdana.com/,"Retreat center,Service establishment,Wellness program,Yoga retreat center","37.2691675, -99.15173999999999",
Washington Retreat House,Retreat center,(202) 529-1111,https://washingtonretreathouse.org/,"Retreat center,Non-profit organization","38.9386182, -77.0036856","4000 Harewood Rd NE, Washington, DC 20017"
Sevenoaks Retreat Center,Retreat center,(540) 948-6544,http://www.sevenoaksretreat.org/,"Retreat center,Conference center,Event venue","38.2962188, -78.35781089999999","403 Pathwork Way, Madison, VA 22727"
Our Lady of Bethesda Retreat Center,Retreat center,(301) 365-0612,http://www.ourladyofbethesda.org/,Retreat center,"39.005604, -77.143787","7007 Bradley Blvd, Bethesda, MD 20817"
Hallowood Retreat Center,Retreat center,(301) 588-4363,http://hallowood.org/,"Retreat center,Conference center","39.247859999999996, -77.411948","7300 Banner Rd, Dickerson, MD 20842"
San Damiano Spiritual Life Center,Retreat center,(540) 868-9220,http://www.arlingtondiocese.org/sandamiano/index.aspx,Retreat center,"39.095728, -78.1382364","125 Old Kitchen Rd, White Post, VA 22663"
Pearlstone | Retreat Center & Immersive Experiences,Retreat center,(410) 500-5417,https://adamah.org/retreat-centers/pearlstone-baltimore/,"Retreat center,Conference center,Ecological park,Education center,Environmental organization,Event venue,High ropes course,Non-profit organization,Outdoor swimming pool","39.5180351, -76.8460721","5425 Mt Gilead Rd, Reisterstown, MD 21136"
Loyola Retreat House,Retreat center,(301) 392-0800,http://www.loyolaonthepotomac.com/,Retreat center,"38.418998699999996, -76.99991589999999","9270 Loyola Retreat Rd, Newburg, MD 20664"
Dayspring Silent Retreat Center,Retreat center,(301) 916-1131,http://www.dayspringretreat.org/,"Retreat center,Religious organization","39.1968861, -77.23162669999999","11301 Neelsville Church Rd, Germantown, MD 20876"
Camp Maria Retreat Center,Retreat center,(301) 475-8330,http://campmaria.org/,Retreat center,"38.2564809, -76.64685949999999","41290 Camp Maria Rd, Leonardtown, MD 20650"
Earthwalk Ways LLC,Retreat center,(540) 752-5540,http://earthwalkways.com/,"Retreat center,Campground,Community center,Day spa,Meditation center,Nature preserve,New Age church,Spiritist center,Wellness center,Wildlife refuge","38.351175999999995, -77.5844796","913 Holly Corner Rd, Fredericksburg, VA 22406"
Concord Retreat LLC,Retreat center,(304) 856-3710,http://concordretreat.org/,Retreat center,"39.188095499999996, -78.4733639","265 Concord Rd, Yellow Spring, WV 26865"
Richmond Hill,Retreat center,(804) 783-7903,https://www.richmondhillva.org/,"Retreat center,Non-profit organization","37.532219, -77.4224708","2209 E Grace St, Richmond, VA 23223"
Beckley Retreats PBC,Retreat center,,https://www.beckleyretreats.com/,"Retreat center,Service establishment,Wellness program","35.6502427, -35.5899268",
Serenity Ridge Retreat Center,Retreat center,(434) 263-6304,https://ligmincha.org/centers-usa-serenityridge/,"Retreat center,Non-profit organization","37.805000299999996, -78.7652511","560 Drumheller Ln, Shipman, VA 22971"
Blue Mountain Retreat Center,Retreat center,(240) 422-9207,http://www.bluemtnretreat.org/,Retreat center,"39.344764, -77.7286907","1032 Hoffmaster Rd, Knoxville, MD 21758"
Pine Creek Retreat Center,Retreat center,(855) 929-7463,http://www.pinecreekretreat.org/?source=Google,"Retreat center,Conference center,Religious organization","39.234484699999996, -78.37934539999999","1794 Back Creek Rd, Gore, VA 22637"
Sacred Valley Spiritual Retreats,Retreat Center,(415) 516-2462,http://www.sacredvalleyspiritualretreat.com/,Retreat Center,"41.381354099999996, -122.3873047","815 Carmen Drive, Mt Shasta, CA 96067"
Sacred Waters Sanctuary,Retreat center,,http://sacredwaterssanctuary.org/,"Retreat center,Meditation center,Non-profit organization,Wellness center,Yoga studio","45.495568, -122.5961105","3704 SE 65th Ave, Portland, OR 97206"
Sacred Heart Medicine Sanctuary,Religious organization,,http://www.sacredheartmedicine.us/,"Religious organization,Alternative medicine practitioner,Craniosacral therapy,Service establishment,Life coach,Reiki therapist","45.5652723, -122.65063289999999",
Spirit's Grove Healing Retreat and Event Center,Event venue,(503) 324-1711,https://spiritsgrove.com/,"Event venue,Health resort","45.6560505, -123.2127694","51720 NW Hayward Rd, Manning, OR 97125"
Arkana Spiritual Center : Yucatan,Wellness center,,,Wellness center,"20.8872742, -88.9902992","Carretera, 97540 Izamal, Yuc., Mexico"
Copal Retreat,Yoga retreat center,+1 306-717-5873,http://www.copalretreat.com/,Yoga retreat center,"20.5221196, -87.1897474","Km 85 Carretera Cancun-Tulum, Paamul, 77735 Playa del Carmen, Q.R., Mexico"
BlissEden Ayahuasca Retreat Center Mexico,Retreat center,+52 998 804 7928,https://blisseden.community/,"Retreat center,Alternative medicine practitioner,Holistic medicine practitioner","20.3428237, -87.5680376","Carretera Tulum-Coba, KM 17.5, 77796 Tulum, Q.R., Mexico"
Casa Arkaana,Wellness center,+52 33 1857 7335,http://casaarkaana.com/,Wellness center,"20.369859599999998, -87.3868763","Aldea Coral, 77774 Tulum, Q.R., Mexico"
Aloee Wellness,Wellness center,(888) 303-7098,http://aloeewellness.com/,Wellness center,"20.6247451, -87.0828198","C. 3 Sur con-Av. 40, Centro, 77710 Playa del Carmen, Q.R., Mexico"
Holistic Tikun - Cozumel Retreat & Eco Center,Yoga retreat center,+52 987 117 2693,http://holistictikun.org/,Yoga retreat center,"20.4742851, -86.97061149999999","Calle Zaramullo 6, Huertos Familiares, 77673 Cozumel, Q.R., Mexico"
Healing Retreat,Wellness center,+52 55 2343 8711,https://healinginmexico.com/,"Wellness center,Meditation center,Wellness program","20.9690385, -87.1199798","Ruta de los Cenotes, 77710 Q.R., Mexico"
Lunita Jungle Retreat,Retreat center,+52 984 269 3333,https://www.lunitajungleretreat.com/,"Retreat center,Meditation center,Yoga retreat center","20.871367799999998, -87.0648707","Ruta de los cenotes km 17, 77584 Puerto Morelos, Q.R., Mexico"
Jeela - Mystical Music Retreat,Retreat center,+52 998 158 2192,http://www.jeela.co/,"Retreat center,Service establishment","23.5541269, -102.62049999999999",
Yäan Wellness,Herbal medicine store,+52 984 314 3767,https://yaanhealingsanctuary.com/,"Herbal medicine store,Health spa,Spa","20.137078, -87.463652","Carretera Boca Paila KM 10, Quintana Roo 15, 77760 Tulum, Q.R., Mexico"
Retreats Puerto Morelos,Retreat center,,https://www.ayamadreverde.com/,Retreat center,"20.888941499999998, -87.0913228","Ruta de los cenotes Km 20 Carretera, Quintana Roo Puerto Morelos - Leona Vicario Leona Vicario, 77580 Puerto Morelos, Q.R., Mexico"
Sanctuary Tulum,Alternative medicine practitioner,(323) 612-2024,https://www.sanctuarytulum.com/,Alternative medicine practitioner,"20.2332362, -87.4165392","Carretera Federal Tulum km 230 + 201, 77780 Tulum, Q.R., Mexico"
Bufo Alvarius Sanctuary,Wellness center,+52 984 745 9057,http://bufoalvariussanctuary.com/,"Wellness center,Health resort,Health spa,Hotel","20.2086296, -87.4517517","Av. Coba Sur, 77793 Tulum, Q.R., Mexico"
Xanga Guru,Wellness center,+52 984 144 5217,https://xanga.guru/,Wellness center,"20.693289699999998, -87.0594327","C/O Pueblo Sacbe, Av. Paseos del Mayab 4590, La Guadalupana, 77724 Playa del Carmen, Q.R., Mexico"
One Breath of Yoga,Yoga retreat center,+52 998 577 1940,https://onebreathofyoga.com/,"Yoga retreat center,Yoga studio","20.8644, -86.9087289","C. 2 Nte., Zona Urbana, 77580 Puerto Morelos, Q.R., Mexico"
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
MycoMeditations,Wellness program,,http://www.mycomeditations.com/,Wellness program,"17.8670525, -77.7400807","100 Great Bay Rd, Treasure Beach, Jamaica"
ONE Retreats | Psychedelic Retreats in Jamaica,Wellness program,+1 876-232-7200,https://www.oneretreatsjamaica.com/,Wellness program,"18.239086099999998, -78.34800229999999","W End Rd, Negril, Jamaica"
Wise Wellness -Yoga Centre and iTal Mama Vegan Cafe,Wellness center,+1 876-275-8499,https://wisewellnessja.com/,"Wellness center,Art cafe,Health food store,Organic food store,Organic restaurant,Spa,Vegan restaurant,Weight loss service,Yoga studio,Wellness program","17.8843371, -77.76488909999999","Frenchman District, Frenchman, Treasure Beach, Jamaica"
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
Balance For Life Retreat Florida,Retreat center,(954) 947-5888,https://balanceforlifeflorida.com/,"Retreat center,Resort hotel,Wellness program,Weight loss service,Wellness center,Yoga retreat center","26.3159842, -80.0758412","2096 NE 2nd St, Deerfield Beach, FL 33441"
Shamanic Healing Retreat,Retreat center,(305) 979-7327,http://shamanhealingretreat.com/,Retreat center,"26.5417979, -80.04657379999999","81 Island Dr S, Boynton Beach, FL 33435"
